'abbas;m;arabic
'abla;f;arabic
'aisha;f;arabic
'aziz;m;arabic
'isam;m;arabic
'ismat;m,f;arabic
Aaliyah;f;english
Aapeli;m;finnish
Aapo;m;finnish
Aaren;m,f;english
Aarne;m;finnish
Aaron;m;english,biblical
Aarón;m;spanish
Aatami;m;finnish
Aatto;m;finnish
Aatu;m;finnish
Abaddon;m;biblical
Abbey;f;english
Abbie;f;english
Abby;f;english
Abbán;m;irish
Abd-al-aziz;m;arabic
Abd-al-malik;m;arabic
Abd-al-qadir;m;arabic
Abd-al-rahman;m;arabic
Abd-allah;m;arabic
Abdul-aziz;m;arabic
Abdul-rahman;m;arabic
Abdul;m;arabic
Abdullah;m;arabic
Abe;m;english,jewish
Abednego;m;biblical
Abegail;f;spanish
Abel;m;english,french,spanish,biblical
Abelone;f;danish
Abena;f;african
Abeni;f;african
Abhay;m;indian
Abiah;m,f;biblical
Abidan;m;biblical
Abidemi;m;african
Abiel;m;biblical
Abigail;f;english,german,biblical
Abigayle;f;english
Abihu;m;biblical
Abijah;m,f;biblical
Abilene;f;biblical
Abimael;m;biblical
Abiram;m;biblical
Abisai;m;biblical
Abishag;f;biblical
Abishai;m;biblical
Abital;f;biblical
Abner;m;english,biblical
Abraham;m;english,jewish,biblical
Abram;m;biblical
Absalom;m;english,biblical
Absolon;m;french
Acacia;f;english
Acacius;m;greek
Acantha;f;greek
Ace;m;english
Achaicus;m;biblical,greek
Achan;m;biblical
Achieng;f;african
Achille;m;french,italian
Achilles;m;greek
Achim;m;german
Acke;m;swedish
Ada;f;english
Adah;f;biblical
Adair;m;
Adalbert;m;ancientgermanic,german
Adalberto;m;italian,spanish,portuguese
Adalheid;f;german
Adalia;m;biblical
Adam;m;english,french,german,polish,russian,romanian,biblical
Adamina;f;english
Adamo;m;italian
Adara;f;
Addie;f;english
Addison;m,f;english
Addy;f;english
Adel;m;arabic
Adela;f;english
Adelaide;f;english
Adelheid;f;german,dutch
Adelia;f;english
Adelina;f;italian,portuguese,spanish
Adeline;f;french,english
Adelle;f;english
Adelmar;m;german
Adem;m;turkish
Aden;m;
Adena;f;
Adhara;f;astronomy
Adhiambo;f;african
Adi;f;jewish
Adil;m;arabic
Adina;m,f;biblical
Adino;m;biblical
Adisa;m;african
Aditya;m;indian
Adjoa;f;african
Adlai;m;biblical
Adolf;m;german
Adolfo;m;italian,spanish
Adolph;m;english
Adolphe;m;french
Adolphus;m;history
Adonai;m;theology
Adonia;f;
Adonijah;m;biblical
Adonis;m;greek
Adora;f;spanish
Adorinda;f;esperanto
Adorján;m;hungarian
Adrasteia;f;greek
Adrastos;m;greek
Adria;f;english
Adriaan;m;dutch
Adrian;m;english,romanian,russian
Adriana;f;italian,spanish,portuguese,romanian,english
Adrianna;f;english
Adrianne;f;english
Adriano;m;italian
Adrien;m;french
Adrienn;f;hungarian
Adrienne;f;french
Adrián;m;spanish
Adwoa;f;african
Adán;m;spanish
Adão;m;portuguese
Adèle;f;french
Adélaïde;f;french
Aegle;f;greek
Aella;f;greek
Aemilia;f;roman
Aeneas;m;roman
Aengus;m;irish
Aeolus;m;greek
Aeron;m,f;welsh
Aeron;m,f;welsh
Aeronwen;f;welsh
Aeronwy;f;welsh
Aeschylus;m;greek
Aeson;m;greek
Aesop;m;greek
Afanasi;m;russian
Afanasy;m;russian
Afanen;f;welsh
Afia;f;african
Afolabi;m;african
Afon;m,f;welsh
Afonso;m;portuguese
Afra;f;
Africa;f;english
Afua;f;african
Agafya;f;russian
Agamemnon;m;greek
Agape;f;greek
Agapios;m;greek
Agata;f;italian,spanish,polish,czech,slovene,russian
Agatha;f;english
Agathangelos;f;greek
Agathe;f;french,german,greek
Agathon;m;greek
Agaue;f;greek
Aggie;f;english
Aghavni;f;armenian
Aglaia;f;greek
Aglaya;f;russian
Aglea;f;
Agnes;f;english,german,dutch,scandinavian
Agnese;f;italian,latvian
Agnessa;f;russian
Agneta;f;swedish
Agnethe;f;german
Agnieszka;f;polish
Agnès;f;french
Agostina;f;italian
Agostinho;m;portuguese
Agostino;m;italian
Agrafena;f;russian
Agrippa;m;roman,biblical
Agrippina;f;roman
Agrona;f;celtic
Agustín;m;spanish
Ah;m,f;chinese
Ahab;m;biblical
Aharon;m;jewish
Ahmad;m;arabic
Ahmed;m;arabic
Ahmet;m;turkish
Ahriman;m;neareastern
Ahtahkakoop;m;nativeamerican
Ahuramazda;m;neareastern
Ahuva;f;jewish
Ai;f;chinese
Ai;f;japanese
Aias;m;greek
Aida;f;english
Aidan;m,f;irish,scottish
Aiden;m;
Aignéis;f;irish
Aikaterine;f;greek
Ailbhe;m,f;irish
Aileas;f;scottish
Aileen;f;scottish,english
Ailill;m;irish,irish
Ailpein;m;scottish
Ailsa;f;scottish
Ailín;m;irish
Ailís;f;irish
Aimo;m;finnish
Aimé;m;french
Aimée;f;french
Aina;f;spanish
Aindrea;m;scottish
Aindriú;m;irish
Aindréas;m;irish
Aingeal;f;irish
Aino;f;finnish
Ainsley;m,f;english,scottish
Ainslie;m,f;english,scottish
Aintzane;f;basque
Aiolos;m;greek
Aislin;f;irish,english
Aisling;f;irish
Aislinn;f;irish
Aithne;f;irish
Aitor;m;basque
Ajax;m;greek
Ajeet;m;indian
Ajit;m;indian
Ajith;m;indian
Akakios;m;greek
Akamu;m;hawaiian
Akanksha;f;indian
Akeem;m;arabic
Akemi;f;japanese
Akhil;m;indian
Aki;m,f;japanese
Akiko;f;japanese
Akilah;f;arabic
Akilina;f;russian
Akim;m;russian
Akinyi;f;african
Akio;m;japanese
Akira;m;japanese
Akiva;m;jewish
Akoni;m;hawaiian
Akosua;f;african
Aksel;m;danish,norwegian
Aksinya;f;russian
Aku;m;finnish
Akua;f;african
Akulina;f;russian
Al;m;english
Alaba;f;african
Alain;m;french
Alaina;f;english
Alan;m;english,scottish
Alana;f;english
Alanis;f;english
Alanna;f;english
Alannah;f;english
Alannis;f;english
Alaois;m;irish
Alaric;m;history
Alasdair;m;scottish
Alastair;m;scottish
Alastar;m;irish
Alastríona;f;irish
Alayna;f;english
Alba;f;italian,spanish
Alban;m;english,german
Alberic;m;english
Albert;m;english,french
Alberta;f;english,italian
Albertina;f;italian,german,portuguese,english
Albertine;f;french
Alberto;m;italian,spanish,portuguese
Albina;f;italian
Albrecht;m;german
Alby;m;irish
Alcaeus;m;greek
Alcippe;f;greek
Alcyone;f;greek
Alden;m;english
Aldo;m;italian
Aldous;m;english
Aldrick;m;
Alea;f;english
Alease;f;english
Alec;m;english
Alechjo;m;esperanto
Aled;m;welsh
Aleesha;f;english
Aleit;f;german
Alejandra;f;spanish
Alejandro;m;spanish
Alejo;m;spanish
Aleksandar;m;bulgarian,macedonian,croatian,serbian
Aleksander;m;polish,slovene,albanian
Aleksandr;m;russian
Aleksandra;f;russian,polish,serbian,bulgarian,slovene
Aleksandrina;f;serbian,croatian,russian
Aleksandro;m;esperanto
Aleksanteri;m;finnish
Aleksei;m;russian
Aleksi;m;finnish
Alene;f;english
Alenka;f;slovene
Ales;m;czech
Alesha;f;english
Alessa;f;italian
Alessandra;f;italian
Alessandro;m;italian
Alessia;f;italian
Alessio;m;italian
Aleta;f;english
Aletha;f;english
Alethea;f;english
Alex;m,f;english
Alexa;f;english
Alexander;m;english,german,dutch
Alexandr;m;czech
Alexandra;f;german,scandinavian,dutch,english,greek,portuguese,romanian,czech,hungarian,greek
Alexandre;m;french,portuguese,hungarian
Alexandrea;f;english
Alexandria;f;english
Alexandrie;f;french
Alexandrina;f;english
Alexandros;m;greek
Alexandru;m;romanian
Alexei;m;russian
Alexej;m;czech
Alexia;f;english,german
Alexina;f;english
Alexis;f;english
Alexis;m;german,french,english,greek
Alexius;m;greek
Alexus;f;english
Alf;m;english
Alfeo;m;italian
Alfhild;f;norwegian,swedish
Alfons;m;german
Alfonsina;f;italian
Alfonso;m;spanish,italian
Alfred;m;english,french
Alfreda;f;english,polish,german,italian
Alfredo;m;italian,spanish,portuguese
Alfréd;m;hungarian
Alfsigr;f;ancientscandinavian
Algar;m;english
Alger;m;english
Algernon;m;english
Ali;m;arabic
Alia;f;arabic
Aliah;f;
Alice;f;english,french
Alicia;f;spanish,english
Alida;f;hungarian
Aliisa;f;finnish
Alin;m;romanian
Alina;f;arabic
Alina;f;german,polish
Aline;f;french,english
Alis;f;welsh
Alisa;f;english
Alisha;f;english
Alisia;f;english
Alison;m,f;english,french
Alissa;f;english
Alistair;m;scottish
Alister;m;scottish
Alisya;f;english
Alix;m,f;english
Aliyah;f;jewish
Aliz;f;hungarian
Aliza;f;jewish
Allan;m;english,scottish
Allannah;f;english
Allegra;f;english,italian
Allegria;f;english
Allen;m;english,scottish
Allie;f;english
Allison;f;english
Allon;m;biblical
Ally;f;english
Allycia;f;english
Allyn;m;english
Allyson;f;english
Alma;f;english
Almas;f;arabic,iranian
Almira;f;english
Almudena;f;spanish
Alodia;f;
Alois;m;german,czech
Aloisia;f;german
Aloisio;m;portuguese
Alojz;m;slovene
Alon;m;jewish
Alondra;f;spanish
Alonso;m;spanish
Alonzo;m;italian
Aloysius;m;english,german,dutch
Alp;m;turkish
Alpertti;m;finnish
Alpha;m,f;english
Alphaeus;m;biblical
Alphonse;m;french
Alphonsine;f;french
Alphonso;m;italian
Alphonsus;m;
Alphonzo;m;english
Alpin;m;scottish
Alta;f;
Altan;m;turkish
Alte;f;jewish
Alter;m;jewish
Althea;f;greek
Alton;m;english
Aludra;f;astronomy
Alun;m;welsh
Alva;m;
Alvah;m;biblical
Alvar;m;english
Alvena;f;english
Alvilda;f;danish
Alvin;m;english
Alvina;f;english
Alvis;m;norse
Alwilda;f;english
Alwyn;m;english
Alya;f;arabic
Alyce;f;english
Alyona;f;russian
Alys;f;english
Alysha;f;english
Alyson;f;english
Alyssa;f;english
Alyssia;f;english
Alyusha;m;russian
Alyx;f;english
Alzbeta;f;czech,slovak
Ama;f;african
Amabel;f;english
Amada;f;spanish
Amadeo;m;italian
Amadeus;m;roman
Amadi;f;african
Amadi;m;african
Amal;m,f;arabic
Amal;m;biblical
Amala;f;indian
Amalia;f;german,english
Amalric;m;ancientgermanic
Amalthea;f;greek
Amanda;f;english
Amandine;f;english
Amando;m;spanish
Amani;f;arabic
Amar;m;indian
Amara;f;
Amaranta;f;english
Amarante;f;french,greek
Amardad;m;
Amariah;m;biblical
Amaryllis;f;english
Amaterasu;f;fareastern
Amato;m;italian
Amaury;m;french
Amaya;f;japanese
Amber;f;english
Ambra;f;italian
Ambre;f;french
Ambrogino;m;italian
Ambrogio;m;italian
Ambroise;m;french
Ambrose;m;english
Ambrosia;f;greek
Ambrosine;f;english
Ambrosio;m;spanish,portuguese
Ambrus;m;hungarian
Amedea;f;italian
Amedeo;m;italian
Amedeus;m;english
Amelia;f;english
Amen;m;egyptian
Amenhotep;m;ancientegyptian
America;f;english
Americo;m;spanish,portuguese
Amerigo;m;italian
Amethyst;f;english
Amhlaidh;m;scottish
Amhlaoibh;m;irish
Ami;f;english
Amias;m;english
Amice;f;english
Amie;f;english
Amika;f;esperanto
Amilcar;m;portuguese,spanish
Amilia;f;english
Amin;m;arabic
Amina;f;arabic
Aminda;f;esperanto
Aminta;f;
Amir;m;arabic
Amir;m;jewish
Amira;f;arabic
Amita;f;indian
Amittai;m;biblical
Amity;f;english
Ammiel;m;biblical
Ammon;m;egyptian
Amon;m;egyptian
Amos;m;biblical,english,jewish
Amparo;f;spanish
Amrit;m,f;indian
Amrita;f;indian
Amy;f;english
Amyas;m;english
Amynta;f;
Amália;f;hungarian
Amédée;m;french
Amélia;f;portuguese
Amélie;f;french
An;m,f;chinese
Ana;f;spanish,portuguese,slovene,bulgarian,romanian,croatian,serbian
Anacleto;m;italian,spanish,portuguese
Anacletus;m;greek
Anahid;f;armenian
Anahita;f;neareastern
Anaitis;f;neareastern
Anakin;m;literature
Anakoni;m;hawaiian
Anan;m,f;african
Anan;m;biblical
Anand;m;indian
Ananda;f;indian
Anani;m;biblical
Ananias;m;biblical
Ananta;m;indian
Ananth;m;indian
Anantha;m;indian
Anargyros;m;greek
Anaru;m;maori
Anas;m;arabic
Anass;m;arabic
Anastacia;f;english
Anastas;m;spanish
Anastasia;f;russian,greek
Anastasie;f;french
Anastasio;m;italian
Anastasios;m;greek
Anastasius;m;greek
Anasztáz;m;hungarian
Anasztázia;f;hungarian
Anat;f;neareastern
Anath;f;neareastern
Anath;m;biblical
Anatole;m;french
Anatoli;m;russian
Anatolius;m;greek
Anatoly;m;russian
Anatu;f;neareastern
Anaxagoras;m;greek
Anaïs;f;provençal,catalan,french
Anca;f;romanian
Anchjo;m;esperanto
Andela;f;czech
Ander;m;basque
Anders;m;scandinavian
Anderson;m;english
Andor;m;norwegian
Andra;f;english
Andras;m;welsh
Andraste;f;celtic
Andrea;f;english,german,czech,slovak,hungarian,scandinavian
Andrea;m;italian
Andreas;m;german,greek,scandinavian,greek
Andreea;f;romanian
Andrei;m;russian,bulgarian,romanian
Andreia;f;portuguese
Andrej;m;slovene,czech,croatian
Andreja;f;slovene
Andreu;m;catalan
Andrew;m;english,biblical
Andriana;f;english
Andries;m;dutch
Andrija;m;croatian,serbian
Andrina;f;english
Andris;m;hungarian
Andriy;m;ukrainian
Andro;m;croatian
Androcles;m;greek
Andromache;f;greek
Andromeda;f;greek
Andronikos;m;greek
Andrzej;m;polish
András;m;hungarian
André;m;french,portuguese
Andrée;f;french
Andrés;m;spanish
Andy;m;english
Ane;f;danish
Aneirin;m;welsh
Anelie;f;german
Anemone;f;english
Aneurin;m;welsh
Anfisa;f;russian
Angel;m,f;english
Angela;f;english,italian,german,romanian,slovene
Angelia;f;english
Angelica;f;english,italian,romanian
Angelika;f;german
Angelina;f;english,italian
Angeline;f;french
Angelique;f;french
Angelita;f;spanish
Angelle;f;english
Angelo;m;italian
Angelos;m;greek
Angerona;f;roman
Angharad;f;welsh
Angie;f;english
Angus;m;scottish,irish,english
Angyalka;f;hungarian
Angèle;f;french
Ania;f;russian,polish
Anibal;m;spanish,portuguese
Anica;f;slovene
Anicetus;m;greek
Aniela;f;polish
Anika;f;
Aniketos;m;greek
Anikó;f;hungarian
Anima;f;english
Anima;f;indian
Aniruddha;m;indian
Anisa;f;arabic
Anise;f;english
Anisim;m;russian
Anita;f;spanish
Anja;f;scandinavian
Anjali;f;indian
Anjelica;f;english
Anka;f;polish
Anke;f;german,dutch
Ankur;m;indian
Ann;f;english
Anna;f;english,italian,german,dutch,scandinavian,greek,hungarian,polish,russian,czech,bulgarian,icelandic
Annabel;f;english
Annabella;f;english,italian
Annabelle;f;english
Annalisa;f;english
Annas;m;biblical
Anne;f;french,english,german,scandinavian
Anneka;f;english
Anneke;f;dutch
Anneli;f;finnish
Annelie;f;german,scandinavian
Anneliese;f;german
Annelise;f;danish
Annemarie;f;dutch,german
Annetta;f;english,italian
Annette;f;french
Annice;f;english
Annick;f;breton
Annie;f;english
Anniina;f;finnish
Annika;f;dutch,swedish,finnish
Annikki;f;finnish
Annis;f;english
Annmarie;f;english
Annunciata;f;italian
Annunziata;f;italian
Annuska;f;hungarian
Anona;f;english
Anouk;f;dutch
Anoush;f;armenian
Anouska;f;russian
Anraí;m;irish
Ansel;m;
Anselm;m;english
Anselma;f;german,dutch,italian,spanish
Anselme;m;french
Anselmo;m;italian,spanish,portuguese
Ansgar;m;german,scandinavian
Anshel;m;jewish
Anson;m;english
Antal;m;hungarian
Antanas;m;lithuanian
Ante;m;croatian
Antero;m;finnish
Anthea;f;greek
Anthony;m;english
Antigone;f;greek
Antigonus;m;greek
Antiope;f;greek
Antipater;m;greek
Antje;f;german,dutch
Anto;m;croatian
Antoine;m;french
Antoinette;f;french
Anton;m;german,russian,scandinavian,bulgarian,slovene,romanian
Antonella;f;italian
Antonello;m;italian
Antonette;f;english
Antoni;m;polish,catalan
Antonia;f;english,italian,spanish,portuguese,german,scandinavian,dutch,roman
Antonie;f;czech
Antonietta;f;spanish,italian
Antonija;f;croatian,slovene
Antonina;f;polish,russian
Antonino;m;italian
Antonio;m;spanish,italian,portuguese
Antonius;m;roman,dutch
Antono;m;esperanto
Antony;m;english
Antti;m;finnish
Antun;m;croatian
Antwan;m;english
Anubis;m;egyptian
Anunciación;f;spanish
Anupam;m;indian
Anushka;f;russian
Anwar;m;arabic
Anwen;f;welsh
Anwer;m;arabic
Anya;f;russian
Aodh;m;irish,scottish
Aodhán;m;irish,scottish
Aoibheann;f;irish
Aoibhín;f;irish
Aoide;f;greek
Aoife;f;irish,irish
Aonghas;m;scottish,irish
Aonghus;m;scottish,irish,irish
Aphra;f;
Aphrodisia;f;greek
Aphrodisios;m;greek
Aphrodite;f;greek
Apikalia;f;hawaiian
Apolinar;m;spanish
Apollinaire;m;french
Apollinaris;m;greek
Apollinariya;f;russian
Apolline;f;french
Apollo;m;greek
Apollodoros;m;greek
Apollonia;f;greek
Apollonios;m;greek
Apolonija;f;slovene
Apostolis;m;greek
Apostolos;m;greek
Apphia;f;biblical
Appius;m;roman
April;f;english
Aquila;m;biblical,roman
Arabella;f;english,italian
Araceli;f;spanish
Aracelis;f;
Aracely;f;
Arachne;f;greek
Aragorn;m;literature
Araminta;f;
Aran;f;
Aranka;f;hungarian
Aranrhod;f;welsh,welsh
Arantxa;f;basque
Aras;m;lithuanian
Arata;m;japanese
Aravinda;m;indian
Arcadia;f;roman
Arcangelo;m;italian
Arcelia;f;spanish
Archelaus;m;greek,biblical
Archibald;m;scottish,english
Archie;m;scottish,english
Archimedes;m;greek
Archippos;m;greek
Ardal;m;irish
Ardashir;m;iranian
Arden;m;english
Ardghal;m;irish
Arduino;m;italian
Areli;m;biblical
Ares;m;greek
Aretha;f;english
Arethusa;f;greek
Arevig;f;armenian
Argus;m;greek
Argyris;m;greek
Argyros;m;greek
Ari;m;ancientscandinavian
Ari;m;jewish
Aria;f;english
Ariadne;f;greek,english
Ariana;f;english
Ariane;f;english,french
Arianna;f;italian
Arianne;f;french
Arianrhod;f;welsh,welsh
Aric;m;english
Ariel;m,f;biblical,jewish
Ariella;f;english
Arielle;f;english
Arienne;f;french
Aries;m;roman
Arik;m;
Arina;f;russian
Arisha;f;russian
Arista;f;astronomy
Aristide;m;french
Aristides;m;greek
Aristocles;m;greek
Aristodemos;m;greek
Aristomache;f;greek
Ariston;m;greek
Aristophanes;m;greek
Aristotle;m;greek
Arisu;f;japanese
Arisztid;m;hungarian
Arjan;m;dutch
Arjun;m;indian
Arjuna;m;indian
Arkadi;m;russian
Arkadios;m;greek
Arkady;m;russian
Arkell;m;english
Arleen;f;english
Arlen;m;
Arlene;f;english
Arlette;f;french,english
Arlie;m,f;english
Arline;f;english
Armand;m;french
Armando;m;spanish,italian,portuguese
Armel;m;french
Armelle;f;french
Armin;m;german
Armo;m;finnish
Arn;m;english
Arnaldo;m;italian
Arnau;m;catalan
Arnaud;m;french
Arnaude;f;french
Arndt;m;german
Arne;m;german
Arne;m;scandinavian
Arnie;m;english
Arnold;m;english,german
Aroha;f;maori
Aroldo;m;italian
Aron;m;polish
Arrigo;m;italian
Arron;m;english
Arsen;m;armenian
Arseni;m;russian
Arsenios;m;greek
Art;m;english
Artair;m;scottish
Artemidoros;m;greek
Artemis;f;greek
Artemisia;f;greek
Artemisios;m;greek
Arthur;m;english,welsh
Arttu;m;finnish
Artturi;m;finnish
Artur;m;german,portuguese
Arturo;m;italian,spanish
Artúr;m;hungarian
Arundhati;f;indian,hindu
Arvel;m;welsh
Arvid;m;scandinavian
Arvo;m;finnish
Arwen;f;literature
Aryana;f;
Arzu;f;turkish
As'ad;m;arabic
Asa;m;biblical,jewish
Asad;m;arabic
Asaf;m;biblical
Asaph;m;biblical
Asbjörn;m;norwegian
Asdrubal;m;spanish
Aseem;m;indian
Asenath;f;biblical
Ash;m,f;english
Asha;f;indian
Ashanti;f;
Asher;m;biblical,jewish
Asherah;f;neareastern
Ashlee;f;english
Ashleigh;f;english
Ashley;m,f;english
Ashlie;f;english
Ashling;f;irish
Ashlyn;f;english
Ashlynn;f;english
Ashok;m;indian
Ashoka;m;indian
Ashtad;m;
Ashton;m,f;english
Ashtoreth;f;biblical,neareastern
Asia;m,f;english
Asim;m;arabic
Asklepiades;m;greek
Asklepios;m;greek
Aslaug;f;norwegian,danish
Asli;f;turkish
Aslög;f;swedish
Asløg;f;danish
Asma;f;arabic
Aspasia;f;greek
Aspen;f;english
Assumpció;f;catalan
Assumpta;f;irish
Assunta;f;italian
Asta;f;scandinavian
Astaroth;f;neareastern
Astarte;f;neareastern
Astor;m;english
Astra;f;english
Astraea;f;greek
Astrid;f;scandinavian
Astrithr;f;ancientscandinavian
Astrophel;m;literature
Asunción;f;spanish
Asya;f;russian
Ata;m;turkish
Atalanta;f;greek
Atallah;m;arabic
Atara;f;jewish
Atarah;f;biblical
Ataullah;m;arabic
Atefeh;f;iranian
Athanas;m;greek
Athanasia;f;greek
Athanasios;m;greek
Athanasius;m;greek
Athelstan;m;
Athena;f;greek
Athenias;f;greek
Atieno;f;african
Atilio;m;spanish
Atiya;f;arabic
Atlas;m;greek
Atticus;m;
Attila;m;history,hungarian
Attilio;m;italian
Atílio;m;portuguese
Auberon;m;english
Aubree;f;english
Aubrey;m,f;english
Aude;f;french
Audie;f;english
Audley;m;english
Audra;f;english
Audra;f;lithuanian
Audrea;f;english
Audrey;f;english
August;m;english
August;m;german,polish
Augusta;f;english,italian,polish
Auguste;m;french
Augustijn;m;dutch
Augustin;m;french
Augustine;m;english
Augusto;m;spanish,italian,portuguese
Augusts;m;latvian
Augustus;m;roman
Aukusti;m;finnish
Aulay;m;scottish
Aulus;m;roman
Aune;f;finnish
Aura;f;english
Aurangzeb;m;indian
Aurel;m;german,romanian
Aurelia;f;roman,italian,romanian
Aureliano;m;spanish
Aurelien;m;french
Aurelio;m;italian,spanish,portuguese
Aurelius;m;roman
Aureole;f;english
Aurora;f;roman
Aurore;f;french
Aurèle;m;french
Aurélie;f;french
Ausra;f;lithuanian
Austen;m;english
Austin;m;english
Austyn;m,f;english
Autumn;m,f;english
Ava;f;english
Ava;f;iranian
Avalon;f;english
Avdotya;f;russian
Avedis;m;armenian
Avelina;f;english
Aveline;f;english
Averill;m,f;english
Avery;m,f;english
Avi;m;jewish
Avia;f;
Avice;f;english
Avidan;m;jewish
Avila;f;english
Aviram;m;jewish
Avis;f;english
Avishai;m;jewish
Avitus;m;roman
Aviv;m;jewish
Aviva;f;jewish
Avner;m;jewish
Avra;f;
Avraham;m;jewish
Avram;m;jewish
Avril;f;french,english
Avrum;m;jewish
Awotwi;m,f;african
Awstin;m;welsh
Axel;m;scandinavian
Axelle;f;french
Aya;f;japanese
Ayala;f;jewish
Aydin;m;turkish
Ayelet;f;jewish
Ayesha;f;arabic
Aygül;f;turkish
Ayishah;f;arabic
Ayla;f;jewish
Ayla;f;literature
Ayla;f;turkish
Aylmer;m;
Ayn;f;russian
Ayo;f;african
Ayomide;f;african
Aysel;f;turkish
Aysun;f;turkish
Azalea;f;english
Azarel;m;biblical
Azaria;m;biblical
Azariah;m;biblical
Azarias;m;
Azeneth;f;
Aziz;m;arabic
Azrael;m;judeo-christianlegend
Azubah;f;biblical
Azucena;f;spanish
Azuolas;m;lithuanian
Azura;f;english
Azure;f;english
Baako;m,f;african
Baal;m;neareastern
Babajide;m;african
Babak;m;iranian
Babar;m;indian
Babatunde;m;african
Baber;m;indian
Babette;f;english
Babirye;f;african
Babs;f;english
Babur;m;indian
Bacchus;m;greek
Badr;m,f;arabic
Baha;m;arabic
Bahiga;f;arabic
Bahij;m;arabic
Bahija;f;arabic
Bahiyya;f;arabic
Bahman;m;iranian
Bahram;m;iranian
Bai;m;chinese
Baila;f;jewish
Bailee;f;english
Bailey;m,f;english
Bakr;m;arabic
Bala;m,f;indian
Baldassare;m;italian
Balder;m;norse
Baldev;m;indian,hindu
Baldo;m;croatian
Baldomero;m;spanish
Baldric;m;english
Baldur;m;german
Baldwin;m;english
Balfour;m;
Baltasar;m;spanish
Baltazar;m;judeo-christianlegend
Balthasar;m;judeo-christianlegend
Balthazar;m;judeo-christianlegend
Balázs;m;hungarian
Bambi;f;english
Bandi;m;hungarian
Banu;f;turkish
Bao;m,f;chinese
Bao;m;vietnamese
Baptist;m;german,english
Baptiste;m;french
Baqir;m;arabic
Barabal;f;scottish
Barak;m;biblical,jewish
Barakat;m;arabic
Barb;f;english
Barbara;f;english,italian,french,german,polish,hungarian
Barbie;f;english
Barbora;f;czech,slovak
Barbra;f;english
Barbro;f;swedish
Barclay;m;scottish,english,irish
Baris;m;turkish
Barlaam;m;judeo-christianlegend
Barna;m;hungarian
Barnabas;m;english,german,biblical
Barnaby;m;english
Barnabás;m;hungarian
Barnabé;m;french
Barney;m;english
Barra;m;irish
Barret;m;english
Barrett;m;english
Barrie;m;irish,english
Barry;m;irish,english
Bart;m;english,dutch
Bartal;m;hungarian
Bartel;m;dutch
Bartholomaus;m;german
Bartholomew;m;english,biblical
Barthélémy;m;french
Bartlomiej;m;polish
Bartolomeo;m;italian
Bartolomé;m;spanish
Bartosz;m;polish
Baruch;m;biblical,jewish
Bas;m;dutch
Basajaun;m;basque
Basant;m;indian
Basemath;f;biblical
Bashe;f;jewish
Bashemath;f;biblical
Basia;f;jewish
Basia;f;polish
Basil;m;english
Basile;m;french
Basilio;m;italian,spanish
Basim;m;arabic
Basma;f;arabic
Basmath;f;biblical
Bassam;m;arabic
Bassem;m;arabic
Bastiaan;m;dutch
Bastian;m;german,english
Bastien;m;french
Basu;m;indian
Basya;f;jewish
Bathsheba;f;biblical
Battista;m;italian
Batya;f;jewish
Batyah;f;jewish
Baudouin;m;french
Bautista;m;spanish
Baylee;f;english
Bea;f;english
Bearach;m;irish
Beata;f;polish,german,scandinavian
Beate;f;german
Beathag;f;scottish
Beathan;m;scottish
Beatrice;f;italian,english
Beatriu;f;catalan
Beatrix;f;english,german
Beatriz;f;spanish,portuguese
Beau;m;english
Beaumont;m;english
Beauregard;m;english
Beavis;m;
Becca;f;english
Becka;f;english
Beckah;f;english
Becky;f;english
Bede;m;history
Bedelia;f;irish
Bedivere;m;welsh
Bedrich;m;czech
Bedros;m;armenian
Bedwyr;m;welsh,welsh
Bee;f;english
Beelzebub;m;biblical
Behnam;m;iranian
Behram;m;iranian
Behruz;m;iranian
Beileag;f;scottish
Beitris;f;scottish
Bekki;f;english
Belenus;m;celtic
Belgin;f;turkish
Beli;m;welsh
Belinda;f;english
Bella;f;italian
Belle;f;english
Bellona;f;roman
Belphoebe;f;literature
Ben;m;english
Benaiah;m;biblical
Bence;m;hungarian
Bendiks;m;latvian
Bendt;m;danish
Benedek;m;hungarian
Benedetta;f;italian
Benedetto;m;italian
Benedict;m;english
Benedicta;f;roman
Benedikt;m;german
Benedikta;f;german,czech
Benedikte;f;danish,norwegian
Benedita;f;portuguese
Benedito;m;portuguese
Benesh;m;jewish
Bengt;m;swedish
Bengta;f;swedish
Beniamino;m;italian
Benigna;f;spanish,italian,portuguese
Benigno;m;italian,spanish,portuguese
Benita;f;spanish,english
Benito;m;spanish,italian
Benjamin;m;english,french,german,hungarian,biblical
Benjamine;f;french
Benjamín;m;spanish
Benjy;m;english
Bennett;m;english
Bennie;m;english
Benno;m;german
Benny;m;english
Benoit;m;french
Benoite;f;french
Benson;m;english
Bent;m;danish
Bente;f;danish
Bentley;m;english
Bento;m;portuguese
Benton;m;english
Benvenuto;m;italian
Beowulf;m;english
Beppe;m;italian
Ber;m;jewish
Berach;m;irish
Berenice;f;english,italian
Bergliot;f;norwegian
Bergljot;f;norwegian
Berit;f;scandinavian
Berjouhi;f;armenian
Berk;m;turkish
Berkant;m;turkish
Berker;m;turkish
Berlin;f;
Berna;f;turkish
Bernadett;f;hungarian
Bernadette;f;french
Bernadine;f;english
Bernard;m;english,french
